,run_name,gaussian_total_correlation,gaussian_wasserstein_correlation,gaussian_wasserstein_correlation_norm,avg_test_loss,val_avg_loss,rf_acc_color_group,rf_auc_color_group,rf_aupr_color_group,rf_avg_pr_color_group,knn_acc_color_group,rf_acc_product_group,rf_auc_product_group,rf_aupr_product_group,rf_avg_pr_product_group,knn_acc_product_group,rf_acc_product_type,rf_auc_product_type,rf_aupr_product_type,rf_avg_pr_product_type,knn_acc_product_type,rf_acc_gender,rf_auc_gender,rf_aupr_gender,rf_avg_pr_gender,knn_acc_gender,rf_acc_age_group,rf_auc_age_group,rf_aupr_age_group,rf_avg_pr_age_group,knn_acc_age_group,dst_rf_acc,dst_rf_auc,dst_rf_aupr,dst_rf_avg_pr
0,Nan,1.5848797982030876,2.2087322912592953,0.15249309238209402,0.12001613375550706,0.1515,0.7675779285200853,0.36654,0.36654,0.37518,0.36063,0.11091,0.6202334930400696,0.18299,0.18207,0.15354,0.04124,0.6259222851818056,0.08889,0.0895,0.08661,0.36017,0.5353091762195269,0.50014,0.49848,0.49055,0.25112,0.5607563027432376,0.66716,0.67382,0.73268,0.0,0.0,0.0,0.0
1,Nan,1.6715332942546546,0.12173962593412035,0.03380455707032012,49376.70904042184,0.13745,0.7062853489486718,0.30368,0.30368,0.31251,0.27165,0.09241,0.5745042704031201,0.14498,0.14661,0.12992,0.02157,0.5589790912390381,0.06936,0.07032,0.06378,0.34787,0.5284237097564128,0.4934,0.49184,0.49213,0.25185,0.5507813469915515,0.66124,0.66711,0.74409,0.0,0.0,0.0,0.0
